"Iteration","c_d Monitor: c_d Monitor","c_l Monitor: c_l Monitor"
1.0,1.527361836661929,2.4434833357226573
2.0,1.1603805146032953,1.9708575149990977
3.0,0.5185542557570972,1.0093042274718775
4.0,0.22076944679259264,0.6519186733316497
5.0,0.05826664327118671,0.4610365962501267
6.0,-0.03129932677654795,0.3310590959834953
7.0,-0.07132423080475947,0.2565277852403523
8.0,-0.08178646879737102,0.23139242312842018
9.0,-0.028168183575336535,0.20319263066710538
10.0,-0.007345929448520153,0.23529421762556466
11.0,0.014717379697788743,0.2914528245445414
12.0,0.048263495106821624,0.3640055356610843
13.0,0.055948352325903276,0.41555442113290053
14.0,0.05949330300201454,0.4497805636195101
15.0,0.059496883004094045,0.4815837005286826
16.0,0.056686803667418156,0.5084837059276531
17.0,0.053828129510539,0.5244405728370601
18.0,0.05139654903464302,0.532533414832226
19.0,0.04920366174294791,0.5361881638990946
20.0,0.04696069466960628,0.5369490032029304
21.0,0.04487521231739347,0.53815924741057
22.0,0.043027750727024236,0.5412740771527607
23.0,0.04135583713191997,0.5456576935586962
24.0,0.03973388041261284,0.5503104526776157
25.0,0.03793924777557616,0.5593233731452509
26.0,0.03691348241607246,0.5640051724667863
27.0,0.03588598756041975,0.5691340258608772
28.0,0.0346605244363467,0.5783388423276227
29.0,0.03380178062979137,0.5820116415354974
30.0,0.03287940080633843,0.5866614608227503
31.0,0.03197125781296756,0.5917756709335511
32.0,0.03110734501877317,0.5971497726743833
33.0,0.0302598609849329,0.6024394367878764
34.0,0.029471385088287855,0.6073621551791203
35.0,0.028706917575556712,0.6116545531797101
36.0,0.027947511708075815,0.6153178570428997
37.0,0.02719068578617546,0.6184320235990257
38.0,0.02643118552282468,0.6210143259914788
39.0,0.02566078002764636,0.623207078085383
40.0,0.02490869397119605,0.6251349239855291
41.0,0.024190958908522447,0.6269056876086925
42.0,0.023511290194569195,0.6285679880555981
43.0,0.022865489968430516,0.6301752733444042
44.0,0.022088584996532903,0.6325248971854591
45.0,0.0215693797407922,0.6337928459509362
46.0,0.021183441779318964,0.6343745481567298
